Alt (m);Mach number;Throttle;Power (W);SFC (gr/MJ);PCN HP;PCN LP;PCN PT;Inlet airflow (kg/s);Fuel flow (kg/s);eta;ISA dev C;P3 (bar);T3 (K);FAR;Residual thrust (N);;;Power (kW)
304.8;0;0.51517181;1000000;81.62;0.90998;0.86691;0.99942;5.6213;0.08162;0.2841084;-10;11.398;608.68;0.016133;1397.78;;;1000
304.8;0;0.566688991;1100000;79.5088;0.92206;0.88793;0.99951;5.8443;0.08746;0.2916524;-10;11.957;615.53;0.016628;1524.84;;;1100
304.8;0;0.618206172;1200000;77.7082;0.93324;0.90366;0.9996;6.0667;0.09325;0.2984104;-10;12.512;621.71;0.017079;1655.64;;;1200
304.8;0;0.669723353;1300000;76.1801;0.94386;0.91836;0.99968;6.2867;0.099034;0.3043963;-10;13.062;627.44;0.017503;1790.04;;;1300
304.8;0;0.721240534;1400000;75.009;0.95405;0.93537;0.99975;6.5009;0.10501;0.3091485;-10;13.61;633.36;0.017948;1929.47;;;1400
304.8;0;0.772757715;1500000;74.1077;0.96226;0.95214;0.99982;6.7052;0.11116;0.3129084;-10;14.147;639.47;0.018421;2071.77;;;1500
304.8;0;0.824274896;1600000;73.4163;0.97072;0.96681;0.99989;6.8995;0.11747;0.3158556;-10;14.674;645.78;0.018917;2216.4;;;1600
304.8;0;0.875792077;1700000;72.8948;0.97937;0.97985;0.99995;7.0855;0.12392;0.318115;-10;15.193;652.23;0.019433;2363.52;;;1700
304.8;0;0.927309258;1800000;72.4819;0.98779;0.99286;1;7.2706;0.13047;0.3199272;-10;15.712;658.51;0.019938;2515.22;;;1800
304.8;0;0.978826439;1900000;72.179;0.99611;1.0064;1.0001;7.4546;0.13714;0.32127;-10;16.233;664.72;0.020441;2671.82;;;1900
304.8;0;1.03034362;2000000;71.9477;1.0043;1.0202;1.0001;7.6366;0.1439;0.3223025;-10;16.752;670.81;0.020937;2832.09;;;2000
304.8;0.1;0.051315722;100040;252.7095;0.70757;0.3828;0.99712;2.3997;0.02528;0.0917612;-10;4.2667;471.81;0.011705;165;;;100.04
304.8;0.1;0.102600667;200020;166.6897;0.77686;0.49955;0.99781;3.0649;0.033342;0.1391144;-10;5.6065;512.26;0.012088;293.72;;;200.02
304.8;0.1;0.153895871;300020;133.0517;0.80457;0.58716;0.99822;3.5696;0.039918;0.1742852;-10;6.6395;534.01;0.012425;413.78;;;300.02
304.8;0.1;0.205185945;400010;115.0308;0.82378;0.65633;0.9985;3.9804;0.046013;0.2015889;-10;7.5093;549.48;0.012844;529.09;;;400.01
304.8;0.1;0.256476019;500000;104.2658;0.84287;0.70355;0.99873;4.3159;0.052133;0.2224022;-10;8.2658;562.98;0.013422;641.04;;;500
304.8;0.1;0.307771223;600000;96.9255;0.86035;0.75157;0.99891;4.6156;0.058155;0.2392449;-10;8.963;574.86;0.013999;753.03;;;600
304.8;0.1;0.359066427;700000;91.4958;0.87355;0.78848;0.99906;4.8926;0.064047;0.2534425;-10;9.6162;584.85;0.014545;865.53;;;700
304.8;0.1;0.410361631;800000;87.3595;0.8858;0.81786;0.99919;5.1496;0.069888;0.2654427;-10;10.234;593.61;0.015079;978.87;;;800
304.8;0.1;0.461656835;900000;84.1021;0.89757;0.84229;0.99931;5.392;0.075692;0.2757237;-10;10.825;601.49;0.015598;1093.56;;;900
304.8;0.1;0.512952039;1000000;81.484;0.90935;0.86499;0.99942;5.6258;0.081484;0.2845826;-10;11.402;608.87;0.016093;1210.96;;;1000
304.8;0.1;0.564247243;1100000;79.3836;0.92142;0.8859;0.99951;5.8486;0.087322;0.2921126;-10;11.961;615.74;0.016589;1330.6;;;1100
304.8;0.1;0.615542447;1200000;77.599;0.93264;0.90236;0.9996;6.0703;0.093119;0.2988302;-10;12.516;621.97;0.017044;1453.96;;;1200
304.8;0.1;0.666837651;1300000;76.0783;0.94325;0.91699;0.99968;6.2903;0.098902;0.3048037;-10;13.066;627.73;0.01747;1581.02;;;1300
304.8;0.1;0.718132855;1400000;74.8887;0.95368;0.93356;0.99975;6.5067;0.10484;0.3096454;-10;13.615;633.52;0.017904;1713.61;;;1400
304.8;0.1;0.769428058;1500000;73.9941;0.96191;0.95024;0.99982;6.7108;0.11099;0.3133889;-10;14.153;639.64;0.018377;1849.13;;;1500
